		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111  275  230  210  254  267  237  289  255 21.695461 0.005512 FAILURE  32
001001011  224  281  247  249  227  242  251  223 10.965033 0.203688 SUCCESS  33
001001101  249  257  226  251  263  252  234  240  4.673577 0.791827 SUCCESS  34
001001111  231  227  256  244  237  262  225  243  5.693556 0.681514 SUCCESS  35
001010011  258  240  229  277  256  235  240  241  7.499437 0.483826 SUCCESS  36
001010101  218  249  259  241  247  259  253  229  6.246441 0.619648 SUCCESS  37
001010111  224  244  224  245  223  238  262  252  7.101190 0.525756 SUCCESS  38
001011011  279  271  237  222  227  240  246  217 14.948563 0.060153 SUCCESS  39
001011101  224  247  235  241  246  247  230  239  3.151553 0.924490 SUCCESS  40
001011111  233  285  228  234  248  229  243  284 16.913319 0.031024 SUCCESS  41
001100101  242  260  241  263  235  266  233  239  5.653307 0.686002 SUCCESS  42
001100111  248  287  250  246  249  225  267  258 12.695713 0.122757 SUCCESS  43
001101011  252  233  229  228  257  224  237  251  5.691438 0.681750 SUCCESS  44
001101101  274  234  295  256  252  228  238  268 19.716936 0.011462 SUCCESS  45
001101111  266  244  226  226  233  248  267  227  8.858349 0.354386 SUCCESS  46
001110101  250  249  235  235  262  268  254  228  6.235850 0.620832 SUCCESS  47
001110111  241  269  246  254  249  226  221  247  6.884060 0.549192 SUCCESS  48
001111011  243  232  257  221  246  257  240  233  4.909772 0.767175 SUCCESS  49
001111101  233  222  261  261  246  248  239  259  6.138406 0.631732 SUCCESS  50
001111111  233  244  293  262  251  237  262  218 16.659119 0.033861 SUCCESS  51
010000011  256  236  246  216  227  307  225  244 23.784140 0.002491 FAILURE  52
010000111  232  240  235  245  228  242  246  243  2.191948 0.974554 SUCCESS  53
010001011  235  250  205  221  264  228  262  276 17.683334 0.023730 SUCCESS  54
010001111  265  224  252  250  256  239  280  262 11.486144 0.175645 SUCCESS  55
010010011  269  236  223  254  244  244  221  239  7.582052 0.475323 SUCCESS  56
010010111  195  265  241  262  243  238  227  233 15.396591 0.051878 SUCCESS  57
010011011  259  252  244  235  226  246  225  236  4.789027 0.779869 SUCCESS  58
010011111  245  233  271  264  226  271  237  244  9.928108 0.270108 SUCCESS  59
010100011  250  261  239  267  263  272  257  242  9.203638 0.325410 SUCCESS  60
010100111  239  246  216  257  249  208  260  270 13.713573 0.089543 SUCCESS  61
010101011  200  248  264  248  238  268  230  249 13.569527 0.093699 SUCCESS  62
010101111  199  228  225  244  223  243  263  250 14.829936 0.062538 SUCCESS  63
010110011  225  225  238  220  251  247  252  253  6.555718 0.585234 SUCCESS  64
010110111  270  248  243  236  250  235  240  208  9.285193 0.318812 SUCCESS  65
010111011  216  246  259  220  244  233  247  245  7.332088 0.501263 SUCCESS  66
010111111  223  248  234  225  218  226  236  270 11.337860 0.183280 SUCCESS  67
011000111  245  245  248  238  227  217  243  241  4.635447 0.795734 SUCCESS  68
011001111  236  252  233  232  262  236  252  266  5.613059 0.690484 SUCCESS  69
011010111  235  228  250  241  225  219  234  228  7.401993 0.493945 SUCCESS  70
011011111  270  244  261  243  233  231  249  240  5.475367 0.705768 SUCCESS  71
011101111  261  234  235  234  250  224  234  255  5.225404 0.733235 SUCCESS  72
011111111  210  267  304  246  240  235  249  239 22.990823 0.003376 FAILURE  73
100000000  276  238  228  273  246  241  241  270 12.031615 0.149799 SUCCESS  74
100010000  256  236  229  236  221  274  252  237  8.650752 0.372609 SUCCESS  75
100100000  257  244  263  239  248  250  236  267  5.029458 0.754423 SUCCESS  76
100101000  256  283  249  244  226  250  255  247  9.175040 0.327746 SUCCESS  77
100110000  221  232  241  247  212  256  225  229 10.453455 0.234630 SUCCESS  78
100111000  250  241  256  243  246  232  253  230  2.607141 0.956547 SUCCESS  79
101000000  241  228  254  265  234  228  230  244  5.783585 0.671459 SUCCESS  80
101000100  259  285  250  223  247  265  251  251 12.334537 0.136890 SUCCESS  81
101001000  244  255  229  282  269  252  253  251 10.966093 0.203628 SUCCESS  82
101001100  218  245  270  261  241  248  217  254 10.573141 0.227078 SUCCESS  83
101010000  230  239  239  240  233  257  228  246  3.483073 0.900499 SUCCESS  84
101010100  252  232  241  250  233  261  257  237  3.721386 0.881346 SUCCESS  85
101011000  246  231  260  216  227  234  276  274 14.926320 0.060594 SUCCESS  86
101011100  225  256  233  262  231  261  276  234 10.700241 0.219269 SUCCESS  87
101100000  265  244  248  229  250  245  246  245  3.046696 0.931393 SUCCESS  88
101100100  225  243  248  262  237  239  264  248  5.035813 0.753742 SUCCESS  89
101101000  236  236  274  236  252  263  237  243  6.612913 0.578912 SUCCESS  90
101101100  269  255  258  225  250  237  233  249  6.474162 0.594275 SUCCESS  91
101110000  226  254  238  256  268  275  238  245  9.177158 0.327572 SUCCESS  92
101110100  255  253  253  279  266  225  225  225 12.997576 0.111933 SUCCESS  93
101111000  242  205  216  259  240  252  267  235 13.697686 0.089993 SUCCESS  94
101111100  257  225  225  241  244  224  246  256  6.171240 0.628057 SUCCESS  95
110000000  263  253  240  252  267  243  236  240  4.751956 0.783729 SUCCESS  96
110000010  221  215  260  234  229  261  211  247 14.220915 0.076186 SUCCESS  97
110000100  224  231  268  243  240  227  249  232  6.904185 0.547005 SUCCESS  98
110001000  265  233  209  227  236  241  270  230 12.842938 0.117369 SUCCESS  99
110001010  227  239  212  243  249  255  257  235  7.388224 0.495383 SUCCESS 100
110010000  233  223  265  232  243  269  240  239  7.694324 0.463885 SUCCESS 101
110010010  238  254  213  240  263  216  240  236  9.960942 0.267778 SUCCESS 102
110010100  273  269  261  254  221  244  258  252 11.117554 0.195127 SUCCESS 103
110011000  256  238  264  227  227  226  245  245  6.313169 0.612197 SUCCESS 104
110011010  238  242  241  227  245  236  254  237  2.373065 0.967387 SUCCESS 105
110100000  255  247  237  249  230  245  225  244  3.250056 0.917699 SUCCESS 106
110100010  231  260  266  237  236  255  260  276 10.192900 0.251747 SUCCESS 107
110100100  251  256  223  268  226  246  256  258  7.923104 0.441017 SUCCESS 108
110101000  239  265  235  241  270  264  231  250  7.737749 0.459498 SUCCESS 109
110101010  234  231  246  257  224  270  234  257  7.570401 0.476517 SUCCESS 110
110101100  237  213  256  230  233  242  271  271 12.425626 0.133200 SUCCESS 111
110110000  250  268  254  234  252  228  256  206 11.528511 0.173512 SUCCESS 112
110110010  228  258  244  238  203  230  246  215 13.695568 0.090054 SUCCESS 113
110110100  232  226  263  249  265  254  233  254  6.821569 0.556001 SUCCESS 114
110111000  243  256  220  245  254  244  217  240  6.674345 0.572141 SUCCESS 115
110111010  256  265  267  271  253  237  235  251  8.822337 0.357504 SUCCESS 116
110111100  244  229  211  241  243  240  245  232  6.362950 0.606646 SUCCESS 117
111000000  263  231  233  245  292  258  254  239 13.817372 0.086652 SUCCESS 118
111000010  227  240  259  244  256  221  244  270  7.951701 0.438202 SUCCESS 119
111000100  236  248  202  246  245  250  219  213 14.804516 0.063060 SUCCESS 120
111000110  237  237  241  231  230  232  238  245  2.831685 0.944472 SUCCESS 121
111001000  236  238  235  222  226  229  242  240  5.317551 0.723159 SUCCESS 122
111001010  221  256  262  246  256  222  252  268  9.580701 0.295696 SUCCESS 123
111001100  254  226  249  231  225  226  250  240  5.795236 0.670156 SUCCESS 124
111010000  254  244  230  263  235  231  246  256  4.462803 0.813143 SUCCESS 125
111010010  211  256  225  271  263  235  236  255 12.498708 0.130301 SUCCESS 126
111010100  235  274  255  252  257  258  236  265  8.541658 0.382422 SUCCESS 127
111010110  249  224  259  221  242  248  261  230  7.154148 0.520096 SUCCESS 128
111011000  247  273  225  218  255  228  263  205 17.606015 0.024382 SUCCESS 129
111011010  224  222  244  253  223  263  218  240 10.487349 0.232471 SUCCESS 130
111011100  254  258  237  238  251  246  242  235  2.189829 0.974632 SUCCESS 131
111100000  280  229  233  244  276  247  254  252 11.961710 0.152920 SUCCESS 132
111100010  224  243  210  252  245  255  236  206 13.859739 0.085495 SUCCESS 133
111100100  237  272  222  247  250  255  236  266  8.570255 0.379834 SUCCESS 134
111100110  247  245  250  203  239  236  261  248  9.010869 0.341380 SUCCESS 135
111101000  251  231  239  255  228  233  262  274  8.303345 0.404413 SUCCESS 136
111101010  247  260  245  254  232  237  250  264  4.176828 0.840827 SUCCESS 137
111101100  244  267  240  219  236  245  261  215 10.046735 0.261761 SUCCESS 138
111101110  256  240  219  239  268  252  252  252  6.658458 0.573890 SUCCESS 139
111110000  251  223  253  228  269  229  221  266 11.409884 0.179538 SUCCESS 140
111110010  237  238  247  256  234  246  238  268  4.029603 0.854443 SUCCESS 141
111110100  230  216  253  282  235  248  238  253 11.516860 0.174097 SUCCESS 142
111110110  238  250  248  233  261  220  239  242  4.695820 0.789537 SUCCESS 143
111111000  231  231  250  222  245  249  218  227  7.917808 0.441540 SUCCESS 144
111111010  243  216  267  262  224  231  254  243  9.791476 0.279968 SUCCESS 145
111111100  234  262  267  246  250  239  238  231  5.166090 0.739686 SUCCESS 146
111111110  210  267  305  246  240  235  249  239 23.502401 0.002776 FAILURE 147

