		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.126953	M = 125001	N = 8	m = 9	n = 1000010
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111  254  245  257  248  248  261  226  246  3.858517 0.869658 SUCCESS  32
001001011  237  217  254  225  251  241  257  214 10.084669 0.259134 SUCCESS  33
001001101  257  256  243  226  266  261  269  228  9.652830 0.290243 SUCCESS  34
001001111  221  247  253  244  221  256  231  238  6.386896 0.603979 SUCCESS  35
001010011  232  235  234  254  253  237  217  272  8.781274 0.361082 SUCCESS  36
001010101  264  241  226  251  233  241  236  242  4.171813 0.841299 SUCCESS  37
001010111  264  230  231  254  245  249  246  240  3.852592 0.870172 SUCCESS  38
001011011  244  236  232  219  246  225  241  255  5.684888 0.682481 SUCCESS  39
001011101  221  264  237  246  250  224  264  233  8.229369 0.411392 SUCCESS  40
001011111  227  236  259  216  249  255  256  231  7.740203 0.459251 SUCCESS  41
001100101  212  246  233  234  251  258  245  277 10.943713 0.204909 SUCCESS  42
001100111  247  242  250  253  227  260  237  236  3.339016 0.911318 SUCCESS  43
001101011  277  247  266  245  250  242  266  253  9.169191 0.328225 SUCCESS  44
001101101  212  223  276  221  249  256  253  258 14.680559 0.065663 SUCCESS  45
001101111  218  261  269  238  236  242  220  235  9.996378 0.265280 SUCCESS  46
001110101  236  251  260  261  228  265  273  262 10.586512 0.226246 SUCCESS  47
001110111  250  256  227  252  266  258  246  216  8.457618 0.390091 SUCCESS  48
001111011  251  246  270  241  246  243  236  241  3.433976 0.904253 SUCCESS  49
001111101  271  246  240  257  226  255  222  270 10.651931 0.222212 SUCCESS  50
001111111  244  226  254  263  243  260  231  237  5.332254 0.721545 SUCCESS  51
010000011  259  260  232  235  218  248  234  243  6.376006 0.605191 SUCCESS  52
010000111  261  221  216  249  254  247  239  252  7.746393 0.458627 SUCCESS  53
010001011  255  249  255  222  237  249  249  229  4.562461 0.803152 SUCCESS  54
010001111  252  256  258  255  255  248  244  252  3.003196 0.934157 SUCCESS  55
010010011  273  251  273  246  244  272  262  230 12.769190 0.120042 SUCCESS  56
010010111  235  226  243  221  233  245  248  217  7.725325 0.460751 SUCCESS  57
010011011  239  235  260  238  246  265  264  228  6.326524 0.610707 SUCCESS  58
010011111  226  239  269  238  243  257  218  245  7.886268 0.444658 SUCCESS  59
010100011  234  231  254  260  249  239  261  270  6.899148 0.547552 SUCCESS  60
010100111  261  237  238  256  253  246  209  249  7.854261 0.447834 SUCCESS  61
010101011  241  249  221  247  218  238  224  243  7.215655 0.513554 SUCCESS  62
010101111  259  235  225  266  256  240  231  268  8.680952 0.369921 SUCCESS  63
010110011  235  225  255  253  251  251  251  255  3.838542 0.871389 SUCCESS  64
010110111  228  243  247  207  237  206  282  262 20.786148 0.007738 FAILURE  65
010111011  230  240  242  231  242  247  273  225  6.802831 0.558048 SUCCESS  66
010111111  234  237  240  210  245  261  245  231  7.598706 0.473617 SUCCESS  67
011000111  247  226  226  249  248  248  221  275  9.351002 0.313556 SUCCESS  68
011001111  252  219  249  255  241  254  230  245  4.842079 0.774314 SUCCESS  69
011010111  256  249  246  264  250  230  262  244  4.731000 0.785902 SUCCESS  70
011011111  222  229  252  223  251  205  248  238 12.106008 0.146536 SUCCESS  71
011101111  248  280  235  255  250  258  230  232  8.799445 0.359496 SUCCESS  72
011111111  236  208  237  276  237  254  231  210 16.620856 0.034308 SUCCESS  73
100000000  260  238  225  232  261  257  249  235  5.761230 0.673957 SUCCESS  74
100010000  252  235  238  246  215  245  236  225  6.216685 0.622974 SUCCESS  75
100100000  248  247  251  259  262  244  260  227  4.899455 0.768266 SUCCESS  76
100101000  243  281  244  236  266  255  257  234  9.709859 0.285983 SUCCESS  77
100110000  229  260  251  230  229  232  229  261  6.850642 0.552830 SUCCESS  78
100111000  244  236  260  231  221  247  231  265  6.954208 0.541581 SUCCESS  79
101000000  248  246  250  244  242  260  252  245  1.577055 0.991353 SUCCESS  80
101000100  227  261  234  243  230  260  232  255  5.925648 0.655560 SUCCESS  81
101001000  244  237  225  227  254  252  212  231  8.786371 0.360637 SUCCESS  82
101001100  215  238  239  240  253  222  237  244  6.559919 0.584769 SUCCESS  83
101010000  252  242  204  252  223  261  243  238 10.627703 0.223699 SUCCESS  84
101010100  259  251  215  251  237  268  255  223  9.953349 0.268315 SUCCESS  85
101011000  242  223  261  263  249  236  238  288 13.319738 0.101312 SUCCESS  86
101011100  231  245  229  240  227  259  230  243  4.805687 0.778128 SUCCESS  87
101100000  235  239  247  253  256  239  249  245  1.645238 0.990026 SUCCESS  88
101100100  274  241  229  240  269  254  246  257  8.614787 0.375826 SUCCESS  89
101101000  261  240  265  255  245  241  254  271  7.142192 0.521372 SUCCESS  90
101101100  245  267  231  255  251  234  272  250  7.522877 0.481406 SUCCESS  91
101110000  249  235  222  256  247  257  254  261  5.481215 0.705120 SUCCESS  92
101110100  239  247  246  228  251  227  287  225 12.043220 0.149286 SUCCESS  93
101111000  270  264  251  238  221  232  248  252  8.083652 0.425342 SUCCESS  94
101111100  261  244  257  281  239  237  230  249  8.941207 0.347280 SUCCESS  95
110000000  255  259  220  248  257  247  237  235  5.272941 0.728045 SUCCESS  96
110000010  271  241  248  249  262  225  237  243  6.388997 0.603745 SUCCESS  97
110000100  265  237  234  244  227  230  245  249  4.687673 0.790377 SUCCESS  98
110001000  242  231  239  252  243  221  240  239  3.578072 0.893047 SUCCESS  99
110001010  257  252  268  246  248  265  236  269  8.204380 0.413765 SUCCESS 100
110010000  257  256  238  276  257  241  251  238  6.864990 0.551267 SUCCESS 101
110010010  274  235  230  248  259  251  244  241  6.221551 0.622430 SUCCESS 102
110010100  241  256  252  228  259  227  240  241  4.296628 0.829418 SUCCESS 103
110011000  235  252  266  242  229  238  236  246  4.084797 0.849393 SUCCESS 104
110011010  240  237  261  212  230  260  248  252  8.105431 0.423240 SUCCESS 105
110100000  251  240  248  214  251  283  270  244 13.619464 0.092239 SUCCESS 106
110100010  227  260  253  238  215  255  259  270 10.671161 0.221037 SUCCESS 107
110100100  262  247  263  232  241  254  222  231  6.779165 0.560636 SUCCESS 108
110101000  262  238  236  259  217  249  231  241  6.719108 0.567220 SUCCESS 109
110101010  236  259  210  247  222  265  243  224 11.827879 0.159050 SUCCESS 110
110101100  210  229  269  265  245  250  224  282 18.313045 0.018998 SUCCESS 111
110110000  255  256  211  270  269  222  262  212 19.004957 0.014833 SUCCESS 112
110110010  282  263  230  235  270  256  227  256 14.057658 0.080275 SUCCESS 113
110110100  198  244  263  231  228  239  242  274 16.266600 0.038719 SUCCESS 114
110111000  244  253  253  235  245  230  269  260  5.557342 0.696679 SUCCESS 115
110111010  231  222  218  222  267  252  254  230 11.508179 0.174533 SUCCESS 116
110111100  244  265  262  226  223  237  240  250  6.915879 0.545735 SUCCESS 117
111000000  274  248  236  229  239  269  251  272 11.317629 0.184343 SUCCESS 118
111000010  277  248  235  243  224  227  246  253  8.307515 0.404022 SUCCESS 119
111000100  217  245  238  241  254  247  244  237  3.984524 0.858517 SUCCESS 120
111000110  231  231  246  226  234  234  249  237  4.051830 0.852417 SUCCESS 121
111001000  240  237  258  241  245  257  242  242  1.887802 0.984260 SUCCESS 122
111001010  251  245  247  245  246  224  224  234  4.123390 0.845823 SUCCESS 123
111001100  250  250  249  247  206  236  239  237  7.192866 0.515974 SUCCESS 124
111010000  225  233  252  222  244  260  270  236  8.594730 0.377628 SUCCESS 125
111010010  251  244  244  257  239  240  218  229  4.947316 0.763192 SUCCESS 126
111010100  247  228  253  245  228  266  249  253  5.036567 0.753661 SUCCESS 127
111010110  219  254  250  284  267  256  259  258 14.535934 0.068822 SUCCESS 128
111011000  222  232  263  243  264  246  255  230  7.246205 0.510317 SUCCESS 129
111011010  209  240  240  245  232  237  227  248  7.519683 0.481735 SUCCESS 130
111011100  227  252  265  241  249  243  257  241  4.242098 0.834647 SUCCESS 131
111100000  256  259  246  247  239  221  226  228  6.455559 0.596341 SUCCESS 132
111100010  247  251  254  279  240  270  236  251  9.188554 0.326640 SUCCESS 133
111100100  252  241  239  235  256  237  246  238  1.754646 0.987632 SUCCESS 134
111100110  232  248  253  241  225  231  221  238  5.766592 0.673358 SUCCESS 135
111101000  228  256  235  227  253  269  232  260  7.939871 0.439366 SUCCESS 136
111101010  254  242  250  267  218  245  244  249  5.790688 0.670665 SUCCESS 137
111101100  264  243  268  240  260  245  224  231  7.682247 0.465108 SUCCESS 138
111101110  230  245  263  222  248  237  220  238  7.336035 0.500849 SUCCESS 139
111110000  260  250  243  228  247  237  241  253  2.945952 0.937703 SUCCESS 140
111110010  249  224  217  235  241  238  235  234  6.275254 0.616429 SUCCESS 141
111110100  239  246  237  256  244  254  223  264  4.915922 0.766524 SUCCESS 142
111110110  252  237  243  236  250  227  226  250  3.690111 0.883945 SUCCESS 143
111111000  238  250  248  257  252  242  231  229  3.052067 0.931048 SUCCESS 144
111111010  213  244  234  259  261  259  237  243  7.840476 0.449206 SUCCESS 145
111111100  247  231  233  252  237  250  249  232  2.637141 0.955029 SUCCESS 146
111111110  236  208  237  276  237  254  231  210 16.620856 0.034308 SUCCESS 147

